,avg_assessment_accuracy,avg_assessment_time,prev_assessment_accuracy,tot_time_playing_game
121,1.0,31149.957627118645,1.0,89079132
122,0.5841584158415841,33394.60700389105,,111369996
123,0.5674603174603174,33114.28990228013,0.5,145378536
124,,,,29265785
125,1.0,15504.030303030304,1.0,34011142
126,0.6736842105263158,28700.936842105264,0.5,36226098
127,0.7847222222222222,54716.958333333336,1.0,49823551
128,,,,0
129,0.0,37017.58490566038,0.0,3923864
130,0.36904761904761907,28807.97076023392,,5613610
131,0.2366412213740458,32198.16603773585,0.0,13026784
132,0.2080536912751678,29919.6146179402,0.0,13500074
133,0.17563739376770537,28657.74157303371,0.0,38204047
134,0.15384615384615385,28447.74630541872,0.0,220291029
135,0.11877394636015326,27170.413333333334,0.0,245566489
136,0.14604236343366725,26354.033277870218,0.3333333333333333,251682143
137,0.13519091847265172,25845.95223420647,0.0,252617392
138,0.15353535353535305,25500.057315233786,1.0,252749907
139,0.17383512544802776,25823.527443105755,0.3333333333333333,276741970
140,0.21598639455782226,25170.623888182974,1.0,277261076
141,0.27771249510379864,24874.113583138173,1.0,280381035
142,,,,80535623
143,0.5,10501.078947368422,0.5,91809866
144,0.6545454545454545,9604.345454545455,1.0,101895277
145,0.43902439024390244,63485.04878048781,0.0,120545630
146,0.21052631578947367,45229.5730994152,0.0,279446709
147,,,,60187912
148,1.0,13006.42857142857,1.0,240568002
149,,,,0
150,,,,3275509
151,1.0,46504.5974025974,1.0,87010567
152,1.0,35057.71666666667,1.0,108588966
153,,,,6692270
154,,,,55060880
155,1.0,9430.076923076924,1.0,60741589
156,1.0,10605.055555555555,1.0,93215812
157,,,,29313189
158,1.0,15536.652173913044,1.0,30027875
159,1.0,14330.156626506025,1.0,143267577
160,0.5286624203821656,21024.38853503185,0.0,149985248
161,0.5221674876847291,20342.30541871921,0.5,150813907
162,0.3521594684385382,25433.98355263158,,154466287
163,,,,26274093
164,1.0,16027.944444444445,1.0,26562596
165,,,,2446849
166,0.5,19907.170731707316,0.5,14751637
167,0.32945736434108525,41027.11627906977,0.25,23039434
168,0.44904458598726116,35867.37579617834,1.0,25602114
169,,,,1034803
170,1.0,31118.212765957447,1.0,5263543
171,0.47474747474747475,30540.515151515152,0.0,49938311
172,0.4825174825174825,26790.30769230769,0.5,66285283
173,0.2918492550394368,75818.22093023256,,99022087
174,,,,2854734
175,1.0,18524.486486486487,1.0,18005128
176,1.0,17898.971830985916,1.0,26138502
177,1.0,16188.171717171717,1.0,41507771
178,1.0,16205.8984375,1.0,79518600
179,1.0,15612.810126582279,1.0,81398331
180,1.0,15697.79274611399,1.0,106239571
181,1.0,15873.207207207208,1.0,108876430
182,1.0,15239.268482490272,1.0,125516865
183,,4673.571428571428,,7477622
184,0.19999999999999987,19617.608695652172,0.2,26116759
185,0.31460674157303364,18690.59223300971,0.5,26688275
186,0.5271317829457365,17861.594405594406,1.0,27317352
187,0.4689655172413793,16740.67924528302,0.0,27424912
188,0.5792349726775956,17676.878172588833,1.0,28245489
189,0.6384976525821596,17033.35682819383,1.0,28629716
190,0.6064981949458483,22272.305841924397,0.5,42485558
191,0.659375,19910.053824362607,,102810217
192,0.6929577464788732,19289.798969072166,1.0,107057584
193,0.6747448979591837,19875.355294117646,0.5,108020168
194,0.6985815602836879,19551.537280701756,1.0,167206234
195,0.652317880794702,19041.119341563786,0.0,167544717
196,0.6711899791231732,18605.0234375,1.0,167816505
197,0.695357833655706,18155.163636363635,1.0,257945278
198,0.7141560798548094,18078.03595890411,1.0,271071850
199,0.7303082191780822,18077.81361426256,1.0,287408166
200,0.7602739726027398,18734.08695652174,1.0,289180675
201,,,,5540259
202,1.0,17206.84375,1.0,37771004
203,1.0,154550.98230088496,1.0,265910535
204,1.0,119532.26797385621,1.0,297793093
205,,,,6163739
206,0.0,20645.45238095238,0.0,1169492644
207,0.0,31291.39393939394,0.0,1193935019
208,0.15384615384615385,28276.76923076923,1.0,1232177105
209,0.11042944785276074,26632.104294478526,0.0,1366430461
210,0.15108695652173912,28969.99565217391,0.25,1368752527
211,0.21236559139784947,27851.37634408602,0.5,1414008455
212,0.19051446945337622,27284.93569131833,0.0,1419755172
213,0.20961002785515284,26127.382920110194,,1443824688
214,,,,4231068
215,0.3333333333333334,22598.490566037737,0.3333333333333333,5428788
216,0.5938697318007663,19267.908045977012,1.0,5907376
217,,,,0
218,1.0,46671.60952380952,1.0,8552723
219,0.6441717791411042,41189.30061349693,0.0,10366060
220,0.6093023255813953,36841.6976744186,0.5,24537026
221,0.5550847457627118,33549.34979423868,,24768553
222,,,,6394199
223,0.25,30480.884615384617,0.25,354797936
224,0.08552631578947369,72632.75,0.0,369699489
225,0.23626373626373626,63315.131868131866,1.0,378815011
226,0.18777292576419213,54375.11790393013,0.0,505806974
227,0.27058823529411763,50435.674509803925,1.0,566856932
228,0.22330097087378642,47489.423948220065,0.0,609710918
229,0.20294117647058824,44797.94705882353,0.0,612024555
230,0.22052586938083057,42520.67430025445,0.3333333333333333,635000970
231,0.2358974358974347,43505.87912087912,0.3333333333333333,647194772
232,0.3275306254029648,40934.684719535784,1.0,648562829
233,0.31242312423124136,39622.22693726937,0.0,651437074
234,,,,16421256
235,1.0,13803.58064516129,1.0,203833126
236,1.0,164774.63095238095,1.0,217246284
237,1.0,113558.41269841269,1.0,217713575
238,0.7801418439716339,84556.09574468085,0.3333333333333333,219301761
239,0.8210678210678233,72119.74025974025,1.0,220064875
240,0.8397932816537487,65707.08527131783,1.0,228233386
241,0.6687242798353925,58293.48765432099,0.0,230168048
242,0.6993464052287596,54072.02801120448,1.0,230584672
243,0.7275803722504244,49900.22588832487,1.0,230941647
244,0.6879756468797558,46456.84807256236,,231768428
245,0.7067238912732469,44231.09381663113,1.0,232025341
246,0.7288359788359783,41741.91715976331,1.0,232444110
247,0.7492354740061157,40037.25,1.0,233221371
248,0.7639608520437531,38926.45017182131,1.0,233936152
249,0.7362472766884527,37376.50243902439,0.25,234267507
250,,,,12739503
251,1.0,13806.411764705883,1.0,34992144
252,,,,2905472
253,1.0,14929.628571428571,1.0,81969097
254,0.30701754385964913,23239.535087719298,0.0,84095867
255,0.24475524475524477,21667.916083916083,0.0,190463925
256,0.39325842696629215,20420.286516853932,1.0,191000224
257,0.4166666666666667,23021.916666666668,0.5,279117520
258,,,,72248512
259,1.0,17010.575757575756,1.0,99170011
260,,,,39557299
261,1.0,34167.42857142857,1.0,40753159
262,1.0,26049.75,1.0,41224483
263,1.0,23727.57,1.0,51182823
264,1.0,23921.297709923663,1.0,64902444
265,0.6616161616161617,31550.590909090908,0.0,72688193
266,0.7035398230088495,29352.216814159292,1.0,73074777
267,0.73828125,28056.015625,1.0,73623516
268,,,,8933721
269,0.5,31250.974025974025,0.5,11340046
270,0.65,24983.854545454546,1.0,11681945
271,0.7363013698630136,21369.705479452055,1.0,12053698
272,,,,82324641
273,1.0,32918.05172413793,1.0,417828056
274,0.6528925619834697,38697.06611570248,0.3333333333333333,420601154
275,0.7307692307692297,33171.070512820515,1.0,434362038
276,,,,0
277,0.0,61821.84090909091,0.0,19749379
278,,,,0
279,1.0,14544.929824561403,1.0,829061
280,1.0,13299.431578947368,1.0,1263446
281,1.0,15964.420689655173,1.0,2314841
282,1.0,15689.079545454546,1.0,2761278
283,1.0,14949.336492890996,1.0,3154310
284,1.0,14527.495867768595,1.0,3515654
285,1.0,14481.926470588236,1.0,3939084
286,,,,16347298
287,,,,39475333
288,1.0,12844.034482758621,1.0,62231395
289,,,,2098096
290,1.0,19126.4,1.0,8582525
291,,,,54527816
292,1.0,18341.975,1.0,55261495
293,0.7469135802469136,15218.41975308642,0.5,55760508
294,0.8119266055045872,15191.009174311926,1.0,70624391
295,,,,3263944
296,,,,53841097
297,0.0,26513.8125,0.0,960315620
298,0.0,70011.90963855422,0.0,1149995697
299,0.15736040609137056,61478.38578680203,1.0,1150484962
300,0.2813852813852814,54962.65367965368,1.0,1159348834
301,0.36153846153846153,51369.026923076926,1.0,1165690355
302,0.3081967213114754,46217.095081967214,0.0,1184564575
303,0.33285714285714285,45807.27142857143,0.5,1186500906
304,,,,0
305,0.0,6112.555555555556,0.0,32334479
306,0.5714285714285714,8495.595238095239,1.0,33969195
307,0.775,8916.2875,1.0,46212509
308,0.6746031746031746,16930.833333333332,0.5,52415502
309,0.722972972972973,15479.523178807947,,52619625
310,0.7453416149068323,14802.439024390244,1.0,88807425
311,0.6091370558375635,14816.79,0.0,94006206
312,0.6709401709401709,14133.39240506329,1.0,100992784
313,0.5571293673276708,29523.95786516854,0.3333333333333333,120074143
314,0.5853227232537608,28621.042105263157,1.0,120439610
315,0.5960378983634826,27980.541025641025,1.0,123531679
316,0.5653594771241858,27753.815085158152,0.0,125194772
317,0.5978835978836003,26712.34009009009,1.0,406634811
318,0.6313236313236336,25484.712809917357,1.0,407109133
319,0.6388323150033967,25045.485829959514,1.0,421415726
320,0.6126302083333355,24459.96699029126,0.0,465482870
321,0.6229404309252239,24002.71077504726,1.0,473808607
322,,,,53603008
323,1.0,16221.764705882353,1.0,58576120
324,1.0,14137.411764705883,1.0,87766531
325,0.6142857142857143,27744.178571428572,0.25,90689372
326,0.60062893081761,25326.037735849055,0.5,90832027
327,0.40987124463519314,28563.04721030043,0.0,93460377
328,0.4850187265917603,26369.866666666665,,93925051
329,0.532312925170068,24968.80808080808,1.0,123986284
330,0.5820668693009119,23406.22891566265,1.0,130889643
331,,,,4952908
332,0.0,16435.6,0.0,5774688
333,0.14035087719298245,18333.956140350878,0.25,7042979
334,0.07960199004975124,21699.65671641791,0.0,20943999
335,,,,0
336,1.0,18218.152173913044,1.0,12109155
337,0.6172839506172848,32309.787037037036,0.3333333333333333,89186633
338,0.6938271604938279,28245.651851851853,1.0,93948338
339,0.5721326164874557,28533.870967741936,0.25,117352018
340,0.6298449612403104,26563.79069767442,1.0,117755933
341,0.6751700680272112,25005.8,1.0,118171139
342,0.6313760379596693,23696.427046263347,0.3333333333333333,123991981
343,0.662595005428883,22595.44625407166,1.0,124270087
344,0.6935404339250505,21525.254437869822,1.0,129953684
345,0.6304991539763124,23628.837563451776,0.25,132029120
346,0.6550157977883106,22756.52606635071,1.0,142811142
347,,,,14233900
348,0.5,49423.93548387097,0.5,17298184
349,0.5,38790.88,0.5,24505824
350,,,,13475375
351,1.0,18752.658536585364,1.0,22672283
352,1.0,15251.19642857143,1.0,26678696
353,0.4183813443072723,32422.567901234568,0.1111111111111111,61797004
354,,27523.925,,125869463
355,1.0,23253.571428571428,1.0,126902277
356,1.0,20692.429824561405,1.0,127307914
357,1.0,20041.845637583894,1.0,127935212
358,1.0,18528.703296703297,1.0,128321201
359,1.0,17210.202702702703,,617673127
360,1.0,16885.20425531915,1.0,617820485
361,1.0,16412.608870967742,1.0,617922789
362,1.0,16058.766283524905,1.0,618043800
363,1.0,15564.626262626263,,672995191
364,0.9192307692307692,15393.287037037036,,827572669
365,0.9290540540540541,14711.13829787234,,1032009174
366,0.9361702127659575,14447.14914425428,1.0,1032386670
367,0.9421487603305785,14082.391498881432,,1063359876
368,0.9472361809045227,13861.218367346939,,1127105222
369,0.9516129032258065,13876.45627376426,1.0,1140302486
370,0.9550321199143469,13701.243291592129,1.0,1146589845
371,0.958,13513.282094594595,1.0,1151995537
372,0.9247104247104247,13395.334420880914,,1170512037
373,0.9292196007259528,13343.461773700306,,1203236883
374,,,,10141476
375,0.33333333333333315,38964.75362318841,0.3333333333333333,53301231
376,0.24333333333333323,44446.04666666667,0.16666666666666666,169646182
377,0.30368098159509194,41650.134969325154,1.0,192196020
378,0.3454106280193236,36155.169082125605,0.5,217627289
379,0.37499999999999994,36458.23046875,0.5,266599804
380,0.4463667820069204,34143.370242214536,1.0,341293847
381,0.4936708860759494,32479.886075949365,1.0,355138690
382,0.37410071942446044,35795.22274881517,,359980630
383,0.35648148148148145,37185.51527494908,0.25,371888263
384,0.3458333333333333,36949.10091743119,0.25,381482486
385,0.328207381370826,36012.73344947735,0.0,421902818
386,,1630.4,,5353026
387,1.0,10941.102040816326,1.0,8568609
388,,,,0
389,1.0,12441.064516129032,1.0,4864602
390,0.5949367088607608,21974.481012658227,0.3333333333333333,23473807
391,,,,1698265261
392,,,,43287327
393,1.0,17472.882352941175,1.0,43881405
394,,,,9384030
395,1.0,15344.833333333334,1.0,9660237
396,,,,73701077
397,,,,12882217
398,,,,45145246
399,1.0,13014.4375,1.0,1898916829
400,1.0,11622.826086956522,1.0,1899035017
401,1.0,12164.426666666666,1.0,2051185384
402,0.559577677224733,53773.244343891405,0.3333333333333333,2162433792
403,0.4274274274274233,47776.17417417417,0.16666666666666666,2186135249
404,0.4761904761904724,45106.403846153844,1.0,2186644514
405,0.47946287519746905,41692.471563981046,0.5,2187820006
406,0.5375438596491199,39164.81894736842,1.0,2188829072
407,,,,44767594
408,1.0,54399.77419354839,1.0,76557701
409,,,,178964221
410,0.25,50673.4,0.25,227157395
411,0.07467532467532467,96337.18701298701,0.0,294899169
412,0.10489949748743718,93476.41708542714,1.0,309951871
413,0.0641321044546851,92013.07987711213,0.0,338355419
414,0.10797950219619326,88248.76573938507,1.0,338728811
415,0.12190934065934037,84050.46840659341,0.3333333333333333,341069713
416,0.16546997389033916,80496.78328981723,1.0,344800607
417,0.17803945249597464,76623.81280193236,0.3333333333333333,348554737
418,0.21591781874039978,73729.69239631336,1.0,350299962
419,0.20847237671486873,71519.44493882092,0.0,367056686
420,0.2193968593861531,69383.06316916489,0.5,378570496
421,0.23173515981735196,68543.0990516333,1.0,379487296
422,0.2214669352131591,66267.79355488419,0.0,384773975
423,,,,22796627
424,1.0,10083.592592592593,1.0,39671413
425,0.5208333333333345,22271.177083333332,0.3333333333333333,46109971
426,0.5172413793103458,20004.33620689655,0.5,73553561
427,0.2597402597402602,28155.922077922078,0.0,361371517
428,0.23809523809523853,26686.68650793651,0.0,398601676
429,0.18867924528301921,27249.65015479876,,424775936
430,0.2211267605633806,26076.022222222222,0.5,431798576
431,0.2028423772609822,25163.956632653062,0.0,440357977
432,0.1539215686274512,30938.163106796117,0.0,446905169
433,0.14755639097744383,29982.148975791435,0.0,510441276
434,0.18435251798561172,29197.386809269163,1.0,644233945
435,0.2454242928452581,28946.19801980198,1.0,740787158
436,0.21376811594202916,30201.002877697843,0.0,744235459
437,0.18789808917197467,147113.30126582278,0.0,994813141
438,0.20728793309438484,139099.648456057,0.5,995715537
439,0.2364787111622556,134533.93935926774,1.0,996176296
440,,,,1813108
441,0.0,11483.516129032258,0.0,11425385
442,0.0,29544.9,0.0,13432988
443,0.0,99225.22289156627,0.0,33853866
444,,,,24177952
445,1.0,11309.24,1.0,24460683
446,1.0,22973.4375,1.0,57952283
447,1.0,23324.0,1.0,58983260
448,0.7497206703910598,22349.0,0.2,84189941
449,0.7666666666666652,21276.401041666668,1.0,84274539
450,,,,19465709
451,1.0,18033.97142857143,1.0,20096898
452,0.3684210526315789,42048.073684210525,0.0,23837032
453,0.40808823529411764,40551.72794117647,0.5,25357500
454,0.5030864197530864,35694.53086419753,1.0,25624979
455,0.54,33657.44571428571,1.0,25732518
456,0.6255813953488372,32205.716279069766,1.0,26766694
457,,,,56181911
458,0.0,11921.818181818182,0.0,56444191
459,0.5769230769230769,13692.115384615385,1.0,56893901
460,,,,61227791
461,1.0,14232.25,,85266075
462,0.6340579710144928,55558.744680851065,0.5,109406158
463,0.7240437158469946,45902.967741935485,1.0,113068708
464,0.5711206896551724,38146.24796747968,,123842976
465,0.5130293159609144,38495.54517133957,0.3333333333333333,128179781
466,0.4605263157894758,36129.64606741573,0.0,131990016
467,0.4802816901408471,35121.718157181574,1.0,163697141
468,0.5026954177897593,33994.537662337665,1.0,181121053
469,0.5023419203747089,32314.40589569161,0.5,231566673
470,0.5309050772626948,31050.002141327623,1.0,247185308
471,0.5141414141414163,30059.563850687624,0.3333333333333333,252471084
472,0.5419047619047641,29065.7012987013,1.0,261094932
473,0.5538033395176274,28521.07594936709,1.0,269112244
474,0.5102564102564122,27888.21202003339,0.0,290751820
475,,,,35779159
476,0.5,17706.31914893617,0.5,61853527
477,0.5,23522.061224489797,0.5,63326492
478,0.644927536231884,18933.652173913044,1.0,74125993
479,,,,24549964
480,1.0,21418.977777777778,1.0,43362091
481,1.0,20475.79220779221,1.0,43974873
482,1.0,19500.271028037383,1.0,44484766
483,,,,50593020
484,,,,4367710
485,1.0,9553.878787878788,1.0,27568493
486,0.6118143459915626,17003.78481012658,0.3333333333333333,35324499
487,0.7261904761904772,14662.75,1.0,52943505
488,,,,93383244
489,1.0,11467.7,1.0,118405790
490,1.0,34209.10810810811,1.0,124009691
491,1.0,29023.545454545456,1.0,141384751
492,0.8864864864864865,26344.854054054053,0.5,224578279
493,0.8016877637130801,26769.261603375526,0.5,244333295
494,,,,4310860
495,0.5,17602.22,,5190971
496,0.6147540983606558,15148.421875,1.0,5280359
497,0.2533783783783784,30806.655629139073,0.0,8962665
498,0.4244791666666667,26862.846153846152,1.0,9549115
499,0.37050359712230213,28787.251724137932,,14383659
500,0.43729903536977494,27537.947368421053,1.0,19114135
501,0.5218579234972678,24980.510582010582,1.0,19662011
502,,,,7677001
503,0.33333333333333354,23882.627906976744,0.3333333333333333,35888054
504,,,,122896163
505,1.0,17126.658536585364,1.0,215196004
506,1.0,14725.777777777777,1.0,283371476
507,,,,82541764
508,0.0,82061.09090909091,0.0,162587504
509,0.0,85076.856,0.0,186633828
510,0.10071942446043165,78142.52517985612,1.0,201060348
511,0.08022922636103152,75278.58166189112,0.0,2112434882
512,0.1618798955613577,69820.77545691906,1.0,2433791734
513,0.18476621417797834,64810.50452488688,0.3333333333333333,2832121471
514,0.21271477663230193,61671.2206185567,0.5,2833385770
515,0.19834770114942488,61692.308620689655,0.125,2839256767
516,0.19852564102564083,61756.75230769231,0.2,4064261010
517,0.17288285476487708,74693.29975124379,,4350641259
518,0.20751096491228055,72200.63170441001,1.0,4351164176
519,0.23584678969627051,70123.29655172414,1.0,4351595114
520,0.25726363976083694,68528.22905027933,1.0,4351920611
521,0.23657646048109954,71136.61162079511,,4446382296
522,0.23781961334580592,72704.63796296297,0.25,4455118289
523,0.2515329491725767,70348.13871817384,0.5,4664256377
524,0.30167838433967453,70096.16967213115,1.0,4734356509
525,0.31045783926218695,68131.48442367601,,5235550725
526,0.30767659627953736,66391.05873605948,0.25,5237365873
527,0.2923445541007122,68639.76907494936,0.14285714285714285,5267024346
528,0.2868508309364035,67890.27369118622,0.0,5386864987
529,0.2986189690397632,67037.33637548891,1.0,5506750289
530,0.31045278267050047,66142.46538461538,1.0,5516450666
531,0.2584590697435123,93466.5973262032,0.0,5785018399
532,0.25299192918838775,91807.97172774869,0.0,5801871117
533,0.2453373015873032,90170.43321482986,0.0,5804063474
534,0.2612488645056432,88715.86623570362,1.0,5804925498
535,0.2693186385775776,87854.0545991146,1.0,5805125184
536,0.2768588393588409,87082.70545277507,1.0,5805385768
537,0.2911405289476114,85707.52076372315,1.0,5807668306
538,0.30256290904987737,84596.96101456083,1.0,5808217980
539,0.31585668902614655,83332.00230414746,1.0,5808941495
540,0.32742584008009196,82216.74173085636,1.0,5809563399
541,0.32535931409930663,80721.36524040582,0.25,5811106385
542,0.33628347400229375,79532.96923743501,,5952844328
543,0.32767920601076383,78056.73733108108,0.0,5963791537
544,0.3196371622692351,77307.7136382365,0.0,5971586675
545,0.3285746051294094,76501.00813338756,1.0,6001516362
546,0.3224849871455444,75408.75528942115,0.0,6064469057
547,0.33084271312982144,74381.84059678053,,6178094698
548,0.3379558023997013,73734.0773115773,1.0,6207537426
549,0.3346618861969751,72485.05140898706,,6216309504
550,0.3410840687626414,71921.49792531121,1.0,6216627650
551,0.33692133413243375,71250.52143123369,0.0,6217128908
552,0.33013587289903085,69922.8599712023,0.14285714285714285,6406570787
553,,,,38302509
554,,,,28147528
555,1.0,9627.85294117647,1.0,51303844
556,0.5184210526315789,25271.43157894737,0.25,241016298
557,0.6280487804878049,21761.36641221374,,532909373
558,,,,480308701
559,0.5,22910.323529411766,0.5,481087652
560,0.7301587301587301,18847.619047619046,1.0,481496101
561,0.8152173913043478,17207.108695652172,1.0,481891755
562,0.6641791044776104,18764.16417910448,0.3333333333333333,536766346
563,0.41784037558685355,27569.146118721463,,564167641
564,,,,1410
565,,,,10555364
566,1.0,12138.0,,101525523
567,,,,116902966
568,0.5,19304.456140350878,,118003320
569,0.7425742574257426,23030.0,1.0,119344146
570,,,,0
571,1.0,14090.315789473685,1.0,36444729
572,0.2289156626506024,33939.97590361446,0.0,155587468
573,,,,65914190
574,,,,36424564
575,1.0,7938.295081967213,,82460568
576,0.7571428571428571,10996.831683168317,,83087012
577,,,,30683460
578,1.0,19590.0,1.0,72608821
579,1.0,24408.13157894737,1.0,198786021
580,1.0,23530.725490196077,1.0,526616103
581,1.0,22450.183098591548,1.0,527403895
582,0.6425339366515838,28397.099547511312,0.0,542147947
583,0.5017667844522968,27980.010600706715,0.0,543790531
584,0.4127906976744186,26526.037790697676,0.0,556891015
585,0.3541147132169576,27457.25187032419,0.0,558776416
586,0.3471882640586797,26986.224938875304,0.0,560016056
587,0.37906976744186044,26281.616279069767,1.0,560279785
588,0.41575492341356673,25369.704595185995,1.0,560572645
589,0.36259541984732824,26821.213740458013,0.0,575457363
590,0.34545454545454546,26064.62181818182,0.0,575738589
591,0.31353135313531355,27466.262376237624,0.0,578047602
592,0.30844155844155846,27096.797077922078,0.0,585877224
593,0.32621502209131076,26649.702503681885,0.5,597169090
594,0.3547249647390691,26334.220028208743,1.0,597744904
595,0.40352020860495436,25697.18774445893,1.0,598783685
596,0.46113074204946997,26630.149587750293,1.0,601682939
597,0.46283783783783783,26410.86036036036,0.5,602526786
598,0.47925764192139736,30423.20193340494,,607397943
599,0.49577167019027485,29908.73881373569,1.0,607816240
600,0.48201438848920863,29211.4390735146,,720774258
601,0.4611602753195674,28765.358727097395,0.0,818271948
602,0.4036144578313253,32560.31703204047,,871658378
603,0.3860082304526749,32474.33979015335,0.0,879403629
604,,,,16537790
605,,,,60936923
606,0.3333333333333333,19892.322033898305,0.3333333333333333,86697210
607,0.11434108527131781,36270.13372093023,0.0,113456222
608,0.1401084010840108,37873.69105691057,0.2,116534687
609,0.17363465160075325,41226.720338983054,0.25,121812018
610,,,,553338275
611,,,,0
612,1.0,17055.04651162791,1.0,41788213
613,0.7193877551020408,23753.877551020407,0.5,157244485
614,0.78,21006.912,1.0,157542469
615,,,,17963216
616,,,,21703484
617,1.0,20225.464285714286,1.0,57677441
618,0.49122807017543857,27641.683333333334,,67532353
619,,,,4731750
620,1.0,18267.048780487807,1.0,34789950
621,1.0,17118.987012987014,1.0,38859638
622,1.0,15479.414414414414,1.0,39259691
