installation_id,game_session,num_events_during_school_hours,total_number_of_misses,percentage_of_misses
00691033,f76ce167ea7e64ac,0,4229,0.2390616167326173
00691033,27cf0c9a24932c72,121,4229,0.2390616167326173
00691033,57e99afbe299eee7,121,4229,0.2390616167326173
00691033,afbc42ed46d8d8b6,121,4229,0.2390616167326173
00691033,d177c3ef04370586,121,4229,0.2390616167326173
00691033,9d2a83e6be787757,121,4229,0.2390616167326173
00691033,6356ad12dfc4be2f,121,4229,0.2390616167326173
00691033,01d44d1b32c3da7f,121,4229,0.2390616167326173
00691033,a4060f56e5b8b57b,121,4229,0.2390616167326173
00a0dbeb,8d95ce85370a27f1,0,4229,0.2390616167326173
00a0dbeb,a77bfd165bda7f8f,0,4229,0.2390616167326173
00a0dbeb,9debd3d366d92441,0,4229,0.2390616167326173
00a0dbeb,13ef4c0f43016c21,0,4229,0.2390616167326173
00a53963,4adfc08b1da953b0,0,4229,0.2390616167326173
00ad158e,7cf1b76f9a705306,0,4229,0.2390616167326173
00b9d8e6,6505823b46937a52,63,4229,0.2390616167326173
00cef781,9166fbf0ebef112b,0,4229,0.2390616167326173
00e17272,9444d34477d7f2c5,0,4229,0.2390616167326173
00e17272,a8c4aa084792d9bc,0,4229,0.2390616167326173
00e17272,b1fa320f360a5df7,0,4229,0.2390616167326173
00e17272,6c8fab7964639f37,0,4229,0.2390616167326173
00e17272,a8f34c37b52dcf4e,0,4229,0.2390616167326173
00e17272,79b23df7134680d6,0,4229,0.2390616167326173
00e17272,7c99edfbd81036e7,0,4229,0.2390616167326173
00e17272,13fb574a0788a342,1,4229,0.2390616167326173
00e536bf,f1907f95d0e87916,1,4229,0.2390616167326173
00e536bf,6fdf341bb1535e56,36,4229,0.2390616167326173
00e536bf,303c177193a14b1c,36,4229,0.2390616167326173
00e536bf,5ffe7ca662764707,36,4229,0.2390616167326173
00e536bf,06e4408045163fdd,309,4229,0.2390616167326173
00e536bf,f39c4fd3c2f3d7d9,567,4229,0.2390616167326173
00e536bf,e79a6fc420a2e2ae,593,4229,0.2390616167326173
00e536bf,dd06aeacbb593d36,593,4229,0.2390616167326173
00fa8681,98823b83956d6274,33,4229,0.2390616167326173
00fa8681,b4b25b2c4f2b6ada,590,4229,0.2390616167326173
00fa8681,2eafd59d5ecf1b1e,590,4229,0.2390616167326173
00fc65b6,3cb1a0a7c6e5c4cb,571,4229,0.2390616167326173
00fc65b6,22e0b69bad7a475c,2379,4229,0.2390616167326173
00fc65b6,71190e29b29e7488,2767,4229,0.2390616167326173
00fc65b6,469b3ff25bf7824f,3227,4229,0.2390616167326173
00fc65b6,ea2738fba4f2c341,3666,4229,0.2390616167326173
00fc65b6,2c8372907b2e7a29,3848,4229,0.2390616167326173
00fc65b6,d4913074c3614940,3848,4229,0.2390616167326173
00fc65b6,7e02851957b1e0df,3848,4229,0.2390616167326173
00fc65b6,2f2edeb4ee1a6b96,3848,4229,0.2390616167326173
010bc1d5,77c0ffc58b95748a,68,4229,0.2390616167326173
010bc1d5,49f65396b901366f,462,4229,0.2390616167326173
01120f12,f5fea737ce83acc6,0,4229,0.2390616167326173
0153c957,65f9c6e01c6865d3,0,4229,0.2390616167326173
0155dd86,200bd213d65096c3,0,4229,0.2390616167326173
0155dd86,dcf813428d8da7e7,0,4229,0.2390616167326173
0155dd86,5fd64cfdd2568004,0,4229,0.2390616167326173
0155dd86,975a971cc0127015,0,4229,0.2390616167326173
0155dd86,a7d5f59c4f1ffbe2,0,4229,0.2390616167326173
015776b4,d13556881baa2662,0,4229,0.2390616167326173
015776b4,032880a4dca1fb6b,0,4229,0.2390616167326173
015776b4,48e17f187b5cb6ec,0,4229,0.2390616167326173
015776b4,ab3a4c946cc5d51d,0,4229,0.2390616167326173
015776b4,e08d94488267c4fb,0,4229,0.2390616167326173
01582211,b9e4e0faa3d91e1f,0,4229,0.2390616167326173
01582211,ef94f97ffa892216,0,4229,0.2390616167326173
01582211,0d641058b46d3689,0,4229,0.2390616167326173
01582211,902c22638fceb254,100,4229,0.2390616167326173
01582211,2b06dcf3a9bc9ab5,592,4229,0.2390616167326173
0160e7c5,facd0a672c49d732,1,4229,0.2390616167326173
01825124,f8de7f9f1baedba3,0,4229,0.2390616167326173
01825124,39f3e52339d99ca2,0,4229,0.2390616167326173
01825124,77023c0a71fe835e,0,4229,0.2390616167326173
01bdd720,2d2412f750d8312a,0,4229,0.2390616167326173
01bdd720,bf5869a219895ae0,0,4229,0.2390616167326173
01bdd720,00097cda27afb726,0,4229,0.2390616167326173
01bdd720,2cbd37f1442b2b80,0,4229,0.2390616167326173
01bdd720,85941aefc2a33c8b,0,4229,0.2390616167326173
01cc53f3,18875f87420dbf0c,0,4229,0.2390616167326173
01cc53f3,f4fdc6a63468f3c2,0,4229,0.2390616167326173
01cc53f3,bda68fe31bdb26ce,0,4229,0.2390616167326173
01cc53f3,85056f5ceab5ecbf,148,4229,0.2390616167326173
01d5e1f5,bb3738392f5a4ae0,0,4229,0.2390616167326173
01f71702,9868ede08f01d6f6,0,4229,0.2390616167326173
01f71702,ccd4bb61d0b2efd3,0,4229,0.2390616167326173
01f71702,2c41091dc88157d5,363,4229,0.2390616167326173
01f71702,0de0d35f85afd76c,518,4229,0.2390616167326173
01f71702,d365ff77f064a4b3,994,4229,0.2390616167326173
01f71702,93b8e335aad20961,1530,4229,0.2390616167326173
01faa4bf,54df108d0f618be0,412,4229,0.2390616167326173
01faa4bf,a7edee7ee13299e4,412,4229,0.2390616167326173
01faa4bf,23ab90d32ab5975a,412,4229,0.2390616167326173
01faa4bf,09c766b97c48a6c8,412,4229,0.2390616167326173
022183ab,eebf00d04d322732,0,4229,0.2390616167326173
022183ab,2dfc04be1cb9fe3b,0,4229,0.2390616167326173
022183ab,4c905efefad36d70,0,4229,0.2390616167326173
022183ab,0132e115e1f4378e,0,4229,0.2390616167326173
022183ab,b6b0b6c34f6097b6,0,4229,0.2390616167326173
022183ab,916b951016dac5c8,0,4229,0.2390616167326173
022183ab,7de6e079182c4abf,0,4229,0.2390616167326173
022183ab,d90ea42f0b1a0d4a,0,4229,0.2390616167326173
022183ab,d2299459fdf4b2ff,0,4229,0.2390616167326173
022183ab,629226c7be26afe4,0,4229,0.2390616167326173
022183ab,d983d9f2a6cf8f95,0,4229,0.2390616167326173
022183ab,3f71abf1e79cd767,0,4229,0.2390616167326173
022183ab,5fdf08cc0b27e88b,0,4229,0.2390616167326173
022183ab,8ebe6ee60e38c3f8,0,4229,0.2390616167326173
0235fe9a,e8420e88c35cc712,446,4229,0.2390616167326173
0235fe9a,8c054ce688e2d70a,713,4229,0.2390616167326173
0235fe9a,5f76e52b637a69d4,852,4229,0.2390616167326173
0235fe9a,1150402fda276e9e,875,4229,0.2390616167326173
0235fe9a,07d386012a71175a,1468,4229,0.2390616167326173
023c4bcb,c9a1277e14729cf2,715,4229,0.2390616167326173
023c4bcb,58e820059c76e308,1913,4229,0.2390616167326173
02490b06,6efbdf71bbd3bde1,0,4229,0.2390616167326173
026035e9,c3dff8ba0d65a724,57,4229,0.2390616167326173
026035e9,c97dc799500a71c5,849,4229,0.2390616167326173
026035e9,bbdf7e2ae92c2dfb,849,4229,0.2390616167326173
026e3733,cc3ca237b6ef9cc8,0,4229,0.2390616167326173
027b3c4c,3918b575e60fa5d3,0,4229,0.2390616167326173
027b3c4c,78d852063cba2983,0,4229,0.2390616167326173
027b3c4c,aa2a5310a5c10bc4,0,4229,0.2390616167326173
0281f6bf,fde480b00b67bf39,0,4229,0.2390616167326173
0281f6bf,ac9f4c11e3987eb6,0,4229,0.2390616167326173
0281f6bf,708ad3acc6f78d9c,19,4229,0.2390616167326173
0281f6bf,64ca884781c9c764,204,4229,0.2390616167326173
0281f6bf,a5a86ac93032f84e,251,4229,0.2390616167326173
0281f6bf,2c0ea0be0a69b266,359,4229,0.2390616167326173
02875dc2,278cc33cb108a989,0,4229,0.2390616167326173
02875dc2,ea25fa79f1461b1f,0,4229,0.2390616167326173
0293ae74,6a099afa007b0d4a,0,4229,0.2390616167326173
0293ae74,68311bca12c85522,0,4229,0.2390616167326173
0293ae74,5a585c48cabb5579,0,4229,0.2390616167326173
0293ae74,58fc97ef3490dc88,0,4229,0.2390616167326173
02aa515f,2a9be726af3ebd97,0,4229,0.2390616167326173
02aa515f,d5b087b6a1dd89ee,0,4229,0.2390616167326173
02aa515f,d1228ecb363467b7,0,4229,0.2390616167326173
02aa515f,b5a9bef83f89b4ba,0,4229,0.2390616167326173
02aa515f,a54f6bbbdac3827c,0,4229,0.2390616167326173
02b1fab4,1593e825018cafe7,0,4229,0.2390616167326173
02b1fab4,094e1b8a5460b027,0,4229,0.2390616167326173
02b1fab4,6aec1d5b2318ae18,0,4229,0.2390616167326173
02b1fab4,fa16cfe02f887b22,0,4229,0.2390616167326173
02b1fab4,3351196298c8e1a7,0,4229,0.2390616167326173
02b1fab4,04ae6595177fddcb,0,4229,0.2390616167326173
02b1fab4,611cecf2a9f4d6a8,0,4229,0.2390616167326173
02b1fab4,1dd4c241487c453f,0,4229,0.2390616167326173
02b1fab4,0f162fdab2e2c86c,0,4229,0.2390616167326173
02c975bc,ba98d636ffe776a7,0,4229,0.2390616167326173
02c975bc,2b1d065fac9072ac,0,4229,0.2390616167326173
02c975bc,d6c69adfbba0cdb6,0,4229,0.2390616167326173
02c975bc,72b6b290b7f9a3e4,0,4229,0.2390616167326173
02c975bc,51f59746e00c99e1,0,4229,0.2390616167326173
02c975bc,08b0844e29327b31,0,4229,0.2390616167326173
02c975bc,5b48300e6b8c1d8b,0,4229,0.2390616167326173
02c975bc,500f5977f28dd07d,0,4229,0.2390616167326173
02c975bc,65ec894e5ddcf322,0,4229,0.2390616167326173
02c975bc,2c60bbb755f3f312,0,4229,0.2390616167326173
02c975bc,46b2ef85e2fdf08b,0,4229,0.2390616167326173
02c975bc,e0ab08c35f6660b6,0,4229,0.2390616167326173
02c975bc,8342715700a579f4,0,4229,0.2390616167326173
02c975bc,27fcd3d60d786fae,0,4229,0.2390616167326173
02c975bc,e4aadc87592c470a,0,4229,0.2390616167326173
02c975bc,dca9a98de8145f70,0,4229,0.2390616167326173
02c975bc,24375213467dc2d8,0,4229,0.2390616167326173
02c975bc,8af16a37782adaa0,0,4229,0.2390616167326173
02cdd48e,669b5a6dd9b10487,139,4229,0.2390616167326173
02cdd48e,0c613eecfb59ff0d,475,4229,0.2390616167326173
02cdd48e,371da06effd4c290,1501,4229,0.2390616167326173
02cdd48e,c5c88cbef0dce5d9,1861,4229,0.2390616167326173
02cdfffd,6f6d8aab29d71c65,0,4229,0.2390616167326173
02cdfffd,0522c00245be6a65,0,4229,0.2390616167326173
02cdfffd,c6d10a77898681d5,0,4229,0.2390616167326173
02cdfffd,cbb7fa0d47a0930f,0,4229,0.2390616167326173
02cdfffd,6669218d2273050d,0,4229,0.2390616167326173
02cdfffd,d41c78ce4cc7cc1c,0,4229,0.2390616167326173
02cdfffd,55dcf25ff1ecdd34,0,4229,0.2390616167326173
02cdfffd,e324624ddea0b98f,0,4229,0.2390616167326173
02cdfffd,625e3e6cd264851d,0,4229,0.2390616167326173
02e76f43,30cb87f4e39bcdd7,0,4229,0.2390616167326173
02e76f43,d4fb7bc0a578763c,0,4229,0.2390616167326173
02e76f43,b2ef75b0eed42aa1,0,4229,0.2390616167326173
031af3b8,89a9a84dfcea8661,0,4229,0.2390616167326173
031af3b8,bde7e5b2daa39086,0,4229,0.2390616167326173
031af3b8,93afabfc3d429f28,0,4229,0.2390616167326173
031af3b8,d6983eda6c6494c9,0,4229,0.2390616167326173
031af3b8,3f15605bb307aa63,0,4229,0.2390616167326173
0328fc8f,524720897d6c1efd,0,4229,0.2390616167326173
0328fc8f,48d94d457f5debc7,0,4229,0.2390616167326173
0328fc8f,6722b775116cc022,0,4229,0.2390616167326173
0328fc8f,69f37471a7d54ed2,0,4229,0.2390616167326173
0328fc8f,defc4e426c5a8c3f,0,4229,0.2390616167326173
0328fc8f,b1733a3fdedaa4d9,0,4229,0.2390616167326173
0328fc8f,e5ff9590c8c656c9,0,4229,0.2390616167326173
0328fc8f,08d2d0a800234b7c,0,4229,0.2390616167326173
0328fc8f,e716326fc72ffac7,0,4229,0.2390616167326173
0328fc8f,a7284c2cfbfcddc6,0,4229,0.2390616167326173
0328fc8f,1de3862bd6e16242,0,4229,0.2390616167326173
0328fc8f,e9a097df54be9548,0,4229,0.2390616167326173
03401e19,849414629f9b18fa,353,4229,0.2390616167326173
03401e19,d6fffefbe6a6925b,1348,4229,0.2390616167326173
03401e19,f7a7867c41163d2b,1401,4229,0.2390616167326173
03401e19,33762a13e3efa077,1444,4229,0.2390616167326173
03401e19,efba7435d8c03def,1508,4229,0.2390616167326173
03401e19,db1ece73fb4c86c3,1555,4229,0.2390616167326173
03401e19,4bfb2b7d269e898f,1691,4229,0.2390616167326173
03401e19,bcdbe274b194a77a,1758,4229,0.2390616167326173
03401e19,06362e54083ddb3a,1792,4229,0.2390616167326173
03401e19,504e95f3e4747c74,1829,4229,0.2390616167326173
03401e19,9b62aad010d15b91,1879,4229,0.2390616167326173
03401e19,1ff106e70b1a3b4a,1910,4229,0.2390616167326173
03401e19,26240f9aa2624c63,1910,4229,0.2390616167326173
03401e19,46b9f2e76600a91e,1910,4229,0.2390616167326173
03401e19,32256918fade9468,1910,4229,0.2390616167326173
03401e19,6a4f1783120b4d89,1910,4229,0.2390616167326173
03560e11,f33d59e5c51035e0,0,4229,0.2390616167326173
03560e11,4ce4c4d5bfb8866a,0,4229,0.2390616167326173
03957682,995247c167749050,0,4229,0.2390616167326173
03957682,c2c75a8d3e3aafcc,0,4229,0.2390616167326173
03957682,0f5f7c7670b74106,0,4229,0.2390616167326173
03957682,d3efd31a1114f403,0,4229,0.2390616167326173
03957682,c07c728127f0e4b7,0,4229,0.2390616167326173
03957682,3203bd4ed10d4c11,0,4229,0.2390616167326173
039e4ac7,49aba589d8700114,0,4229,0.2390616167326173
039e4ac7,9fb9e73b455ddd38,0,4229,0.2390616167326173
03a5b006,67a199fcaf540695,0,4229,0.2390616167326173
03a5b006,b7c995ca380cf960,0,4229,0.2390616167326173
03a5b006,e447d25e9c8509a3,0,4229,0.2390616167326173
03a5b006,1c3a202c4274cdc4,0,4229,0.2390616167326173
03a5b006,04c9d693668621eb,0,4229,0.2390616167326173
03a5b006,e556d27d5da05ac1,0,4229,0.2390616167326173
03a5b006,e3698d04f3859aed,0,4229,0.2390616167326173
03a5b006,4026e6b93c668dcb,0,4229,0.2390616167326173
03b74be5,c793ee602e3f81ea,0,4229,0.2390616167326173
03b74be5,366de5ec857b36b9,0,4229,0.2390616167326173
03b74be5,7954f5121f48c541,0,4229,0.2390616167326173
03b74be5,14084d2ac3dc9060,0,4229,0.2390616167326173
03bf2563,2909145685ebfea1,0,4229,0.2390616167326173
03bf2563,44b1a2e90e953fc3,1394,4229,0.2390616167326173
03bf2563,43d1be31db34e17a,1394,4229,0.2390616167326173
03bf2563,067d1041b775c495,1394,4229,0.2390616167326173
03c5998d,7f1b214a87941443,0,4229,0.2390616167326173
03cd458d,957fabfa436afcde,0,4229,0.2390616167326173
03d15b59,044b426a0caeba07,0,4229,0.2390616167326173
03d15b59,df7c5609c867a0fb,0,4229,0.2390616167326173
03d15b59,3e44d75f72f40d82,0,4229,0.2390616167326173
03d15b59,118f75329ff99218,0,4229,0.2390616167326173
03d15b59,8edae88592ced658,0,4229,0.2390616167326173
03d15b59,a92066a87862c385,0,4229,0.2390616167326173
03d15b59,6ec6e47b44c444de,0,4229,0.2390616167326173
03d15b59,3626b55dcace3ee2,0,4229,0.2390616167326173
03e38765,c34763bc49fb778e,0,4229,0.2390616167326173
03f89040,50372add55ccf705,223,4229,0.2390616167326173
03f89040,7e67790a4fbbbd22,223,4229,0.2390616167326173
040dbdbe,06e6406812214f15,71,4229,0.2390616167326173
040dbdbe,513cd95615193cb2,186,4229,0.2390616167326173
0413ae4a,6cb65832914093e6,0,4229,0.2390616167326173
0413ae4a,af548c0efeb078d9,0,4229,0.2390616167326173
0413ae4a,370f017b06390971,0,4229,0.2390616167326173
0413ae4a,20259585d61e0921,0,4229,0.2390616167326173
04240fb1,6e4922960e5aced4,94,4229,0.2390616167326173
0429e1ff,9ccc5c27b80aac3d,712,4229,0.2390616167326173
0429e1ff,2d13c917fa31305d,1034,4229,0.2390616167326173
0429e1ff,a46325f18faf28fb,1532,4229,0.2390616167326173
0429e1ff,30ab8c040ed3b8b4,1532,4229,0.2390616167326173
0429e1ff,ee3e6de5c9f00f92,1532,4229,0.2390616167326173
0429e1ff,e8b5dbb8b6cba262,1532,4229,0.2390616167326173
0429e1ff,8dd1be952f7e7a92,1762,4229,0.2390616167326173
0429e1ff,eca919607e8af3b8,1807,4229,0.2390616167326173
043e7f32,96d54b2a361fb67c,0,4229,0.2390616167326173
043e7f32,609b74fdee9c8951,0,4229,0.2390616167326173
043e7f32,1ae7e69a520f8f6d,0,4229,0.2390616167326173
043e7f32,c6ecbcf0346c32fa,0,4229,0.2390616167326173
043e7f32,3008e57668412590,86,4229,0.2390616167326173
043e7f32,8638954cdd0bd572,113,4229,0.2390616167326173
043e7f32,677116a783847799,388,4229,0.2390616167326173
043e7f32,f00fb079e8f115f4,559,4229,0.2390616167326173
043e7f32,c6a9a8397f6cdc2f,731,4229,0.2390616167326173
043e7f32,76ae7c19546b1766,852,4229,0.2390616167326173
043e7f32,c44bf3d87a8dc532,852,4229,0.2390616167326173
043e7f32,7ea7c7514a54c70c,852,4229,0.2390616167326173
043e7f32,b115e7f5695bf462,852,4229,0.2390616167326173
043e7f32,9b6f9d8888290646,852,4229,0.2390616167326173
043e7f32,99146f3641188438,852,4229,0.2390616167326173
043e7f32,aa8aabe7eb810a3b,852,4229,0.2390616167326173
043e7f32,25955e68385936e4,1081,4229,0.2390616167326173
043e7f32,4b600b136beb0ac3,1190,4229,0.2390616167326173
04616599,b4d065470d42d4c5,0,4229,0.2390616167326173
04616599,6fba0204b171ebb3,0,4229,0.2390616167326173
04616599,5d6c64833a19911d,0,4229,0.2390616167326173
04616599,bae8216f314a0231,0,4229,0.2390616167326173
04616599,19abfc838609574f,0,4229,0.2390616167326173
04616599,49ceac1312fa15fa,76,4229,0.2390616167326173
04616599,c6133342cee562bf,115,4229,0.2390616167326173
04616599,5788464326532393,568,4229,0.2390616167326173
04616599,a9153b6a5104aa8b,718,4229,0.2390616167326173
046234c2,f846e136a99c6e9b,0,4229,0.2390616167326173
046234c2,c9441db129567ace,0,4229,0.2390616167326173
046234c2,074ae7bf09877d87,0,4229,0.2390616167326173
046234c2,1d4eb5c744af7a28,0,4229,0.2390616167326173
0478b042,617165657d438e42,0,4229,0.2390616167326173
0478b042,efa20f849098c783,0,4229,0.2390616167326173
0478b042,1b7e8f7c511547b6,0,4229,0.2390616167326173
0478b042,2cde0ebfdd84def2,0,4229,0.2390616167326173
0478b042,bc7e81bf2cbfe611,0,4229,0.2390616167326173
0478b042,983c6a14be93bab7,0,4229,0.2390616167326173
0478b042,e2c8bd3ce3804c45,0,4229,0.2390616167326173
0478b042,0636437b11beb632,0,4229,0.2390616167326173
0478b042,838cbfcf26e68c48,0,4229,0.2390616167326173
0478b042,3bbeff1a10e8e7da,0,4229,0.2390616167326173
0478b042,ad28fddba7827515,0,4229,0.2390616167326173
0478b042,22280bae8e6c574e,0,4229,0.2390616167326173
04963bef,4f10402266c0abb8,0,4229,0.2390616167326173
04963bef,bd4e55ab97356795,0,4229,0.2390616167326173
04963bef,51913c7e16b53c16,0,4229,0.2390616167326173
04a57775,7b5c483acadd992f,0,4229,0.2390616167326173
04a57775,d420f71111585ac3,0,4229,0.2390616167326173
04a57775,bbac8c4a4fa0d0e7,0,4229,0.2390616167326173
04a57775,d412923bb37be292,0,4229,0.2390616167326173
04a5927d,cabb28550082fe9e,0,4229,0.2390616167326173
04a5927d,f730edf63225ed3a,0,4229,0.2390616167326173
04a5927d,7ec0584563326c65,0,4229,0.2390616167326173
04a5927d,3b74cb6dc0537adf,0,4229,0.2390616167326173
04a5927d,a141888158ded876,0,4229,0.2390616167326173
04a5927d,e664e3bdb5fec4e0,0,4229,0.2390616167326173
04a5927d,bbf79a0c48829284,0,4229,0.2390616167326173
04a5927d,0e90512d4224d6f5,0,4229,0.2390616167326173
04a5927d,0b8fcceb5c7ff59b,0,4229,0.2390616167326173
04a5927d,c4663f66d4f15907,0,4229,0.2390616167326173
04a5927d,8beaf46b4faa7ed0,0,4229,0.2390616167326173
04a5927d,544ded779e037436,0,4229,0.2390616167326173
04a5927d,813b466aaf9fc133,0,4229,0.2390616167326173
04a5927d,da2e0e3baae46afc,0,4229,0.2390616167326173
04a5927d,4d5ce1b6e8574777,724,4229,0.2390616167326173
04a5927d,93e1a2d35eaec84c,1100,4229,0.2390616167326173
04a5927d,a92bb7e1482140e1,1225,4229,0.2390616167326173
04a5927d,bd30c87c94189007,1225,4229,0.2390616167326173
04a5927d,a65fd781f89a5dab,1257,4229,0.2390616167326173
04a5927d,dda01ed42967d8f6,1257,4229,0.2390616167326173
04c612fd,9c756dc031e80e68,0,4229,0.2390616167326173
04c612fd,e1e34608fec74219,0,4229,0.2390616167326173
04c612fd,9fe5b86494fe5bba,0,4229,0.2390616167326173
04c612fd,1bddd44c3b993db2,0,4229,0.2390616167326173
04c612fd,0af87c6ef117e225,0,4229,0.2390616167326173
04c612fd,366fdc503b791128,0,4229,0.2390616167326173
04c612fd,5500617a8c7375df,0,4229,0.2390616167326173
04c612fd,f45590e944fc4575,0,4229,0.2390616167326173
04c612fd,9b06791d138fba20,0,4229,0.2390616167326173
04c612fd,74478e365339e42d,0,4229,0.2390616167326173
04c612fd,2f731cbe691d15a0,0,4229,0.2390616167326173
04c612fd,e4b01aa294e0e970,0,4229,0.2390616167326173
04d77ef2,8ec24f612968ce0e,0,4229,0.2390616167326173
04d77ef2,42dec073b3450133,0,4229,0.2390616167326173
04de2aae,a37e86e6faf80ea5,1,4229,0.2390616167326173
04de2aae,c5c5442c94e5caec,146,4229,0.2390616167326173
04de2aae,04728e8bd4f725d3,350,4229,0.2390616167326173
04e2712b,6bb348c5083533df,0,4229,0.2390616167326173
04f2cf8f,d3f8f3306b2efa7d,0,4229,0.2390616167326173
04f2cf8f,12cca227c2f69eb4,0,4229,0.2390616167326173
04f8b246,2f8b24460602be62,0,4229,0.2390616167326173
04f8b246,c34a7c43df8a7bcb,0,4229,0.2390616167326173
04fa906f,162773a24a88bdbd,0,4229,0.2390616167326173
04fbee62,f2f53797b9e9400b,78,4229,0.2390616167326173
05047409,bc1ec4cac3d4a6a2,0,4229,0.2390616167326173
05047409,d60d6d7e87e85efc,0,4229,0.2390616167326173
05047409,1d4e033cd9def816,0,4229,0.2390616167326173
05047409,1e7bd24bc11e4d02,0,4229,0.2390616167326173
05047409,d1b93cc3269aa4fe,0,4229,0.2390616167326173
05047409,4f3489fc0088fc35,1,4229,0.2390616167326173
05047409,622ceb266405fa84,32,4229,0.2390616167326173
05047409,6fabee3bff96bae4,92,4229,0.2390616167326173
05047409,b35036e13b12ba76,145,4229,0.2390616167326173
050f6d04,c87af6a7957718d8,0,4229,0.2390616167326173
050f6d04,0424b5b5ddb73b33,358,4229,0.2390616167326173
05118f81,9cc0cd88765f67e7,0,4229,0.2390616167326173
05118f81,a77fe1fc5027f6c9,0,4229,0.2390616167326173
05118f81,177fca88f1b8c041,295,4229,0.2390616167326173
05118f81,a3e09f0cf0aa1c62,463,4229,0.2390616167326173
05118f81,6328ddfe40caaf03,956,4229,0.2390616167326173
05118f81,ecd218508f6332f0,988,4229,0.2390616167326173
05118f81,17f56ec2b0a101d1,1113,4229,0.2390616167326173
05118f81,101bfbf14ee17a5b,1276,4229,0.2390616167326173
05118f81,2e1535f74b90fe2e,1445,4229,0.2390616167326173
05118f81,454190ab0d171524,1445,4229,0.2390616167326173
05118f81,ce6018a33487dabf,1445,4229,0.2390616167326173
05118f81,6b0f5f0d72ca1da8,1445,4229,0.2390616167326173
05118f81,61fd3b568bf561aa,1445,4229,0.2390616167326173
05118f81,4e4776cee0e43796,1445,4229,0.2390616167326173
051794c4,e5492dbecf22fff8,497,4229,0.2390616167326173
051794c4,4b70da7a047d703a,864,4229,0.2390616167326173
051794c4,f46d41d9bba23586,1027,4229,0.2390616167326173
051794c4,18723322c5402a66,1416,4229,0.2390616167326173
051794c4,77a13de9f1c04861,3030,4229,0.2390616167326173
051794c4,0125507a545f053a,3234,4229,0.2390616167326173
051794c4,28b7865a98fc11d1,3546,4229,0.2390616167326173
051794c4,b74bc762bc4bb4ea,3668,4229,0.2390616167326173
051794c4,922ebbc7034b5c17,3940,4229,0.2390616167326173
051794c4,e1bb93669a19a68a,4094,4229,0.2390616167326173
051794c4,9c052077756b7b4c,4455,4229,0.2390616167326173
051794c4,426becb58c35ab63,4608,4229,0.2390616167326173
051794c4,3761a734c240dcf7,5082,4229,0.2390616167326173
051794c4,7b065326d696bd5a,5171,4229,0.2390616167326173
051794c4,9252d307c84a5970,6195,4229,0.2390616167326173
051794c4,447fe3282389fec2,6247,4229,0.2390616167326173
051794c4,65f15297e0aaf43e,6279,4229,0.2390616167326173
051bc5a5,a8e1f37c5116c72c,54,4229,0.2390616167326173
