installation_id,game_session,worlds_played,total_correct,time_played,total_incorrect,num_assessments,exit_type_other_than_gamecompleted,game_play_total_time,num_wild_click_sessions,num_wild_click_sessions_grouped,longest_wild_click_run,length_of_current_play_session,num_play_sessions,current_play_session_compared_to_mean,current_play_session_compared_to_median,p_v_g_gt_sum_mean,p_v_g_ec_sum_mean,p_v_g_gt_sum_median,p_v_g_ec_sum_median,num_events_correct_json,num_events_incorrect_json,num_events_correct_eventid,num_events_incorrect_eventid
002db7e3,cace4c493ac347e3,4,47.0,13089.032,307.0,99,1,11661.701,82,10,21,1152.927,2,1018.0180000000003,1018.0180000000003,-1083741.2765528688,301.4440219944594,862438.5,680.0,106.0,106.0,265,167
002db7e3,113a557b60770369,4,139.0,13328.039,1227.0,191,1,11798.735,82,10,21,1391.934,2,898.5145,898.5145,-1057620.576084328,330.32253605068433,938189.5,720.0,117.0,117.0,282,187
002db7e3,f50104895c55045f,4,174.0,13428.96,1227.0,226,1,11841.14,82,10,21,1492.855,2,848.0540000000001,848.0540000000001,-1062998.6544644716,330.8755515089904,950549.5,727.0,118.0,118.0,285,187
002db7e3,470a1bd6b99152a7,4,174.0,91598.712,1703.0,294,1,12439.461,96,10,21,601.831,3,1190.140666666,983.2900000000001,-1036157.987797805,358.542218175657,1010172.5,794.0,119.0,119.0,295,201
002db7e3,1c48bdca76efc7b0,4,200.0,91866.048,1703.0,320,1,12560.684,96,10,21,869.167,3,1011.916666666,715.9540000000001,-1081867.805615177,343.4656034763252,997076.0,785.5,136.0,136.0,326,201
002db7e3,8f50f2fd987cade4,4,238.0,106532.68,1703.0,358,1,12658.086,99,11,21,38.894,4,1425.588,1276.1415,-1098887.305615177,324.4656034763252,980056.5,766.5,140.0,140.0,337,201
002db7e3,5025f22d6e944533,4,284.0,428908.196,1749.0,404,1,13020.767,99,11,21,996.006,5,406.9742,48.944000000000074,-1282918.2222818437,221.54893680965864,704297.5,620.0,154.0,154.0,366,207
003372b0,631971b2efa19b8d,2,0.0,645.658,0.0,0,0,209.556,3,0,0,645.658,1,0.0,0.0,-384585.74523284845,-72.09670164246765,-29301.0,-13.0,12.0,12.0,20,0
003372b0,28113cd58d865372,2,35.0,1611.336,0.0,35,1,679.965,17,4,3,1611.336,1,0.0,0.0,-593601.8283945412,-21.70657408672524,65936.5,70.0,32.0,32.0,78,10
003372b0,3beae5a17e0b26f6,3,76.0,2487.96,41.0,76,1,1147.869,17,4,3,2487.96,1,0.0,0.0,-793981.3072879316,-63.21656148349345,169757.5,102.0,58.0,58.0,136,46
003372b0,0adc585fb4f48458,3,105.0,2530.533,41.0,105,1,1177.786,17,4,3,2530.533,1,0.0,0.0,-811875.3856680753,-68.66354602518733,169601.5,103.0,59.0,59.0,139,46
003372b0,4649b29840d5b0f1,3,139.0,2923.637,41.0,139,1,1464.201,17,4,3,2923.637,1,0.0,0.0,-1187218.3031726773,-207.90288824994474,80045.5,25.5,73.0,73.0,167,46
003372b0,272cc78535e9add1,4,139.0,86777.611,289.0,201,1,2293.026,18,5,3,742.085,3,580.461,0.0,-2246970.9065410523,-487.9645889541375,31465.5,-53.5,93.0,93.0,243,59
004c2091,3a50778205e34531,2,0.0,703.065,0.0,26,0,245.21,0,0,0,703.065,1,0.0,0.0,-852260.5761205143,-360.97542634677893,-412978.0,-275.0,1.0,1.0,1,0
004c2091,4e446ee715d1bd94,2,17.0,764.516,0.0,43,0,258.344,0,0,0,764.516,1,0.0,0.0,-848167.5761205143,-355.97542634677893,-408885.0,-270.0,5.0,5.0,8,0
004c2091,ae5de691ea2252f1,3,17.0,84322.066,23.0,83,0,285.309,0,0,0,338.793,2,285.985,285.985,-944865.8756519735,-397.09691229055403,-455953.0,-300.0,5.0,5.0,9,2
004c2091,343206b33bfa7941,3,52.0,136844.364,23.0,137,0,433.441,1,0,0,204.436,3,470.493333333,705.153,-1285054.2364758733,-538.8210453329198,-524778.5,-407.5,10.0,10.0,22,2
00634433,1454d273262f61e3,3,0.0,396.543,0.0,0,0,152.556,0,0,0,396.543,1,0.0,0.0,-47362.458220502915,-8.946228239845254,51044.0,20.0,11.0,11.0,24,30
00634433,440633fe3ef55b90,3,63.0,595.881,0.0,63,0,220.146,0,0,0,595.881,1,0.0,0.0,-44817.77603787485,14.477157060822897,86202.0,50.0,16.0,16.0,36,30
00634433,8c2d5dff4635d020,3,90.0,697.372,0.0,90,0,250.61,0,0,0,697.372,1,0.0,0.0,-62114.85441801855,7.030172519129017,86643.0,49.0,17.0,17.0,39,30
00667b88,a01b01d1e22d0446,4,0.0,4411241.143,0.0,0,0,363.843,4,0,0,325.645,7,28.062000000000012,0.0,-428378.3813455624,-181.4084717101876,-127209.0,-87.0,0.0,0.0,0,0
00667b88,900f3ed7ba1a3e72,4,52.0,4411417.08,0.0,52,0,430.308,4,0,0,501.582,7,-122.74114285799999,-84.27499999999998,-409690.459725706,-163.85545625188144,-90783.0,-63.0,1.0,1.0,3,0
00691033,f76ce167ea7e64ac,4,0.0,85610.438,0.0,29,0,806.931,4,0,0,1030.244,2,-314.8684999999999,-314.8684999999999,-1208948.0838784275,-399.5474666361707,-219553.0,-191.5,32.0,32.0,88,76
00691033,27cf0c9a24932c72,4,0.0,775116.393,560.0,99,0,1094.589,6,1,1,151.356,5,261.8334,239.151,-1497642.1166796875,-469.5911253880779,-368982.0,-240.5,33.0,33.0,96,91
00691033,57e99afbe299eee7,4,45.0,775256.421,650.0,144,0,1171.315,7,1,1,291.384,5,149.81099999999998,99.12299999999999,-1522567.9344970598,-459.33440675407644,-358593.5,-214.0,37.0,37.0,110,95
00691033,afbc42ed46d8d8b6,4,45.0,1815117.054,1021.0,197,0,1533.358,9,1,1,166.87,8,166.198625,109.96449999999999,-1673226.4882311216,-498.5141881748416,-405886.5,-249.5,56.0,56.0,151,165
00691033,d177c3ef04370586,4,45.0,1815576.132,1241.0,252,0,1863.069,10,1,1,625.948,8,-235.49462499999998,-237.29499999999996,-1890042.0918887851,-480.0255791120903,-412673.0,-206.5,63.0,63.0,176,185
00691033,9d2a83e6be787757,4,78.0,2248541.251,1241.0,285,0,2029.362,10,1,1,150.649,9,218.517333333,236.14999999999998,-1874421.6752221184,-470.692245778757,-394519.5,-198.5,81.0,81.0,216,189
00691033,6356ad12dfc4be2f,4,158.0,2248657.978,1401.0,365,0,2127.258,10,1,1,267.376,9,114.76000000000005,119.423,-1861838.3418887851,-464.5255791120903,-391000.5,-190.0,89.0,89.0,231,195
00691033,01d44d1b32c3da7f,4,158.0,2248736.168,1869.0,443,0,2189.567,11,1,1,345.566,9,45.257777777,41.233000000000004,-1839100.8418887851,-438.5255791120903,-368263.0,-164.0,89.0,89.0,246,207
00691033,a4060f56e5b8b57b,4,158.0,3023674.659,2037.0,505,0,2353.216,13,1,1,311.642,10,71.2636,54.54050000000001,-1861038.1918887852,-457.2255791120904,-391266.5,-185.0,91.0,91.0,259,213
00a0dbeb,8d95ce85370a27f1,4,0.0,260028.072,0.0,0,0,108.562,0,0,0,935.631,2,-439.7045,-439.7045,-91202.45822050291,-3.9462282398452544,7204.0,25.0,7.0,7.0,14,37
00a0dbeb,a77bfd165bda7f8f,4,0.0,260148.458,408.0,68,0,176.552,0,0,0,1056.017,2,-499.89750000000004,-499.89750000000004,-70990.53660064662,29.606787218460866,45154.0,65.0,7.0,7.0,20,49
00a0dbeb,9debd3d366d92441,4,0.0,266338.23,522.0,125,0,6347.919,0,0,0,53.707,3,341.115,2.5150000000000006,332205.96339935344,24.106787218460866,448350.5,59.5,7.0,7.0,22,49
00a0dbeb,13ef4c0f43016c21,4,0.0,353224.714,564.0,167,0,6474.637,0,0,0,96.897,5,175.9862,0.0,108110.25202653534,0.6226420854476729,42429.0,58.0,7.0,7.0,23,51
00a53963,4adfc08b1da953b0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
00ad158e,7cf1b76f9a705306,4,0.0,355492.621,0.0,0,0,1159.587,0,0,0,1008.812,3,-348.33799999999997,-427.96900000000005,-449261.59899230464,112.89509478220755,305897.5,233.0,3.0,3.0,7,4
00b9d8e6,6505823b46937a52,2,0.0,510.276,0.0,0,0,72.26,0,0,0,510.276,1,0.0,0.0,-307048.69315151236,-160.5744054366499,-125598.0,-109.0,8.0,8.0,18,10
00cef781,9166fbf0ebef112b,1,0.0,526.66,0.0,0,0,216.778,0,0,0,526.66,1,0.0,0.0,16822.541779497085,45.053771760154746,115229.0,74.0,16.0,16.0,42,42
00e17272,9444d34477d7f2c5,3,0.0,943.736,0.0,0,0,530.039,0,0,0,943.736,1,0.0,0.0,-443557.6410407475,-72.83488220009265,11596.5,3.0,38.0,38.0,99,22
00e17272,a8c4aa084792d9bc,3,53.0,1014.631,0.0,53,0,583.805,0,0,0,1014.631,1,0.0,0.0,-454859.95885811944,-59.4114968994245,32907.5,23.0,43.0,43.0,110,22
00e17272,b1fa320f360a5df7,4,80.0,1212.378,0.0,80,0,692.329,0,0,0,1212.378,1,0.0,0.0,-662451.1387646615,-103.33614643213478,18201.0,-4.0,60.0,60.0,142,22
00e17272,6c8fab7964639f37,4,117.0,1537.99,0.0,117,1,935.465,13,2,5,1537.99,1,0.0,0.0,-832192.48496709,-126.61811545946178,1521.0,-6.5,78.0,78.0,186,22
00e17272,a8f34c37b52dcf4e,4,166.0,1907.826,49.0,166,1,1168.659,13,2,5,1907.826,1,0.0,0.0,-861642.1580405122,-107.80901818844312,105159.0,42.5,87.0,87.0,194,24
00e17272,79b23df7134680d6,4,223.0,2091.644,49.0,223,1,1277.325,22,3,6,2091.644,1,0.0,0.0,-869872.1580405122,-97.64235152177646,87711.0,60.0,100.0,100.0,228,46
00e17272,7c99edfbd81036e7,4,237.0,2738.335,49.0,237,1,1802.087,22,3,6,2738.335,1,0.0,0.0,-889546.9587481668,-30.041564497722845,270148.5,176.0,133.0,133.0,288,48
00e17272,13fb574a0788a342,4,284.0,65929.467,96.0,284,1,1854.396,22,3,6,0.0,2,1403.7665,1403.7665,-926321.8080324779,-35.37358807336135,276878.5,179.0,138.0,138.0,303,50
00e536bf,f1907f95d0e87916,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
00e536bf,6fdf341bb1535e56,2,35.0,1051886.401,0.0,35,0,85.053,0,0,0,47.45,2,17.977999999999994,17.977999999999994,-383175.7778706112,-132.09529653004202,-126930.0,-87.0,3.0,3.0,9,0
00e536bf,303c177193a14b1c,2,86.0,1052414.625,51.0,86,0,415.752,3,0,0,575.674,2,-246.13399999999996,-246.13399999999996,-674861.2750499144,-190.06041268236697,-131432.0,-76.0,15.0,15.0,50,36
00e536bf,5ffe7ca662764707,2,99.0,1052926.754,51.0,99,0,840.92,3,0,0,1087.803,2,-502.1985000000001,-502.1985000000001,-930190.2709346601,-165.24673944881823,-83236.0,17.0,62.0,62.0,144,66
00e536bf,06e4408045163fdd,3,99.0,1117292.306,571.0,203,0,1174.975,19,2,7,504.829,3,86.46766666599996,0.0,-1212174.9384391073,-229.0712821487959,-150411.5,-18.5,76.0,76.0,179,76
00e536bf,f39c4fd3c2f3d7d9,3,187.0,1117742.323,747.0,291,0,1551.537,20,3,7,954.846,3,-213.54366666700002,0.0,-1354149.3256772526,-199.37213545418138,-86111.0,39.5,86.0,86.0,206,84
00e536bf,e79a6fc420a2e2ae,3,213.0,5726334.531,747.0,317,0,1812.351,30,4,7,780.228,4,-18.059249999999906,109.57900000000006,-1333516.3256772526,-170.37213545418138,-65478.0,68.5,94.0,94.0,226,84
00e536bf,dd06aeacbb593d36,3,226.0,5726370.711,747.0,330,0,1830.24,30,4,7,816.408,4,-45.19425000000001,91.48900000000003,-1333541.8256772526,-170.37213545418138,-65503.5,68.5,95.0,95.0,229,84
00fa8681,98823b83956d6274,4,0.0,58912.483,0.0,10,0,2952.062,0,0,0,566.033,2,3132.6755000000003,3132.6755000000003,-424538.42273333983,211.7687588083034,895772.5,455.0,62.0,62.0,156,48
00fa8681,b4b25b2c4f2b6ada,4,0.0,96653.384,37.0,47,0,5019.455,24,3,7,150.486,4,3802.2022500000003,4263.9555,-982908.1880704022,-81.22329559075057,886776.0,251.0,75.0,75.0,221,52
00fa8681,2eafd59d5ecf1b1e,4,35.0,96916.331,37.0,82,1,5127.471,25,4,7,413.433,4,3604.992,4001.0085,-1102318.1537276476,-123.10862533503051,822162.0,153.0,79.0,79.0,234,52
00fc65b6,3cb1a0a7c6e5c4cb,2,0.0,1709.564,0.0,0,0,1362.026,32,4,11,1709.564,1,0.0,0.0,804939.8206380687,263.6114985470069,1059510.0,326.0,21.0,21.0,56,54
00fc65b6,22e0b69bad7a475c,3,15.0,4721.332,0.0,15,0,3776.351,44,6,11,4721.332,1,0.0,0.0,739631.0706692585,967.6954946520013,2265394.0,1291.0,136.0,136.0,359,206
00fc65b6,71190e29b29e7488,4,70.0,5346.567,55.0,70,0,4187.397,44,6,11,5346.567,1,0.0,0.0,491702.0076190381,1061.022178310202,2405363.0,1450.0,154.0,154.0,401,210
00fc65b6,469b3ff25bf7824f,4,120.0,6036.287,55.0,123,1,4653.152,51,7,11,6036.287,1,0.0,0.0,259717.4244573454,1081.9123058659443,2477632.0,1503.5,176.0,176.0,463,218
00fc65b6,ea2738fba4f2c341,4,197.0,7846.652,55.0,200,1,5181.522,96,9,11,7846.652,1,0.0,0.0,-419831.04174078046,946.1241532555025,1617473.5,1393.5,196.0,196.0,508,244
00fc65b6,2c8372907b2e7a29,4,249.0,8755.837,159.0,252,1,5848.506,96,9,11,8755.837,1,0.0,0.0,-402094.54174078046,937.1241532555025,1635210.0,1384.5,257.0,257.0,628,272
00fc65b6,d4913074c3614940,4,276.0,555690.653,159.0,279,1,11357.766,122,16,40,1063.715,3,2561.3923333330004,0.0,1668733.1923082417,929.8754630131973,3775000.5,1385.5,317.0,317.0,778,426
00fc65b6,7e02851957b1e0df,4,311.0,556416.649,159.0,314,1,11879.908,122,16,40,1789.711,3,2077.3950000000004,0.0,1626320.025641575,912.2087963465306,3702446.0,1348.5,378.0,378.0,903,458
00fc65b6,2f2edeb4ee1a6b96,4,436.0,557785.531,1409.0,439,1,12985.541,136,19,40,3158.593,3,1164.8069999999998,0.0,616930.025641575,811.0421296798639,1283740.0,1303.0,409.0,409.0,1016,496
010bc1d5,77c0ffc58b95748a,2,0.0,319871.108,0.0,0,0,168.506,0,0,0,231.578,2,-57.90549999999999,-57.90549999999999,-299660.43886826944,-130.24146889496365,-53803.0,-69.0,0.0,0.0,0,0
010bc1d5,49f65396b901366f,2,96.0,320361.113,0.0,96,1,549.272,68,11,15,721.583,2,-302.90799999999996,-302.90799999999996,-407757.68553120084,2.021903912636759,94122.0,97.0,8.0,8.0,27,6
01120f12,f5fea737ce83acc6,2,0.0,3349689.467,0.0,0,0,510.1,4,0,0,432.031,2,-115.66899999999998,-115.66899999999998,-291580.6552886877,101.1706047828084,146808.5,166.0,7.0,7.0,26,8
0153c957,65f9c6e01c6865d3,3,0.0,1294260.834,0.0,0,0,2120.222,31,2,5,2232.409,3,-1038.5903333340002,-1184.6390000000001,-118277.65249703906,359.8319547568183,909760.0,560.0,71.0,71.0,172,80
0155dd86,200bd213d65096c3,2,0.0,1911962.516,0.0,0,0,78.941,0,0,0,140.324,2,-70.162,-70.162,-120968.45822050291,-38.946228239845254,-22562.0,-10.0,5.0,5.0,13,26
0155dd86,dcf813428d8da7e7,2,31.0,1912358.658,0.0,31,0,389.124,0,0,0,536.466,2,-268.233,-268.233,-491102.4541052487,-135.13255500629654,-89171.0,-38.0,19.0,19.0,43,30
0155dd86,5fd64cfdd2568004,2,31.0,4416148.733,332.0,114,0,662.046,0,0,0,216.368,4,-7.083499999999987,-108.184,-517966.8033895596,-102.46457858193504,-72530.5,3.0,35.0,35.0,81,37
0155dd86,975a971cc0127015,3,31.0,5093455.867,434.0,165,0,2308.806,164,16,35,533.44,7,-81.30285714300004,-291.83000000000004,-425751.37110419665,145.50183200554017,289689.0,235.0,75.0,75.0,254,156
0155dd86,a7d5f59c4f1ffbe2,3,63.0,5093779.431,434.0,197,0,2563.566,164,16,35,857.004,7,-358.643428572,-615.394,-421615.70443752996,148.00183200554017,292812.0,235.5,96.0,96.0,294,156
015776b4,d13556881baa2662,3,0.0,629.061,0.0,0,0,260.721,0,0,0,629.061,1,0.0,0.0,-99104.75180003874,-30.57218114514764,94628.0,14.0,2.0,2.0,6,24
015776b4,032880a4dca1fb6b,4,22.0,2792.258,0.0,22,0,1264.443,28,4,13,2792.258,1,0.0,0.0,-349283.91380174534,-124.49725346065243,413978.0,16.0,5.0,5.0,19,24
015776b4,48e17f187b5cb6ec,4,36.0,169019.232,0.0,36,0,2694.982,442,15,175,1719.472,4,-354.90175,-576.0415,-610467.4282831247,-20.010584786893375,508106.5,232.0,39.0,39.0,111,86
015776b4,ab3a4c946cc5d51d,4,36.0,169114.013,315.0,81,0,2758.668,442,15,175,1814.253,4,-425.98749999999995,-623.432,-634296.2775674358,-27.34260836253189,527782.5,233.0,39.0,39.0,118,100
015776b4,e08d94488267c4fb,4,36.0,257993.435,360.0,126,0,5871.838,443,16,175,1361.341,5,767.4567999999999,0.0,-146568.44034292692,401.15689698963763,2061366.0,817.5,105.0,105.0,395,185
01582211,b9e4e0faa3d91e1f,1,0.0,832.58,0.0,0,0,438.866,31,3,13,832.58,1,0.0,0.0,-118452.17936193116,132.61149854700687,136118.0,195.0,20.0,20.0,58,28
01582211,ef94f97ffa892216,1,27.0,1829.323,27.0,27,0,1277.363,31,3,13,1829.323,1,0.0,0.0,39447.824753323075,372.4251717805556,597543.0,503.0,98.0,98.0,216,63
01582211,0d641058b46d3689,4,27.0,2942512.597,399.0,120,0,2065.406,33,3,13,758.261,3,389.102666666,0.0,-98832.1043739976,325.24632586407466,794343.0,491.0,126.0,126.0,303,101
01582211,902c22638fceb254,4,49.0,2995149.162,399.0,142,0,2263.72,34,3,13,200.751,4,740.88775,379.54550000000006,-418903.60437399766,136.24632586407466,474271.5,302.0,147.0,147.0,343,105
01582211,2b06dcf3a9bc9ab5,4,49.0,3597770.938,463.0,174,0,2856.312,54,5,13,907.154,5,82.95079999999996,-25.17999999999995,-1764667.4585215945,-286.5611784563474,-2515.0,62.0,165.0,165.0,395,119
0160e7c5,facd0a672c49d732,2,0.0,1841446.545,0.0,0,0,326.158,0,0,0,375.974,2,-187.987,-187.987,-64122.460147285194,67.78132474666727,113081.0,127.0,25.0,25.0,74,80
01825124,f8de7f9f1baedba3,1,0.0,176.054,0.0,0,0,176.054,0,0,0,176.054,1,0.0,0.0,-14648.836498761346,52.12675474814202,33582.5,51.0,9.0,9.0,32,6
01825124,39f3e52339d99ca2,1,69.0,302.091,207.0,69,0,273.562,0,0,0,302.091,1,0.0,0.0,-28057.136030220514,58.00526880436692,69804.5,68.0,18.0,18.0,47,14
01825124,77023c0a71fe835e,3,102.0,1022770.209,207.0,171,0,1501.359,3,0,0,544.319,2,556.6290000000001,556.6290000000001,-481773.3211827446,168.02055379472938,410744.0,306.0,78.0,78.0,159,14
01bdd720,2d2412f750d8312a,2,0.0,1112.574,0.0,0,0,482.306,20,4,8,1112.574,1,0.0,0.0,-74942.17936193116,95.61149854700689,179628.0,158.0,13.0,13.0,35,42
01bdd720,bf5869a219895ae0,2,34.0,2213.938,0.0,37,0,1313.918,21,4,8,2213.938,1,0.0,0.0,59196.824753323075,379.9251717805556,617292.0,510.5,87.0,87.0,185,72
01bdd720,00097cda27afb726,4,34.0,59160.397,384.0,133,0,2755.19,79,12,18,658.232,2,1538.5590000000002,1538.5590000000002,4323.282287467067,827.1658020441297,1369421.5,1123.5,166.0,166.0,337,94
01bdd720,2cbd37f1442b2b80,4,70.0,60645.129,384.0,169,1,3517.444,108,19,18,2142.964,2,796.1930000000002,796.1930000000002,-108630.80087422577,816.5559295998722,1560721.0,1145.5,180.0,180.0,379,102
01bdd720,85941aefc2a33c8b,4,132.0,61610.218,384.0,231,1,4175.377,127,22,18,3108.053,2,313.64850000000024,313.64850000000024,-82195.10040568499,877.9344436560971,1636787.0,1218.0,214.0,214.0,446,172
01cc53f3,18875f87420dbf0c,3,0.0,1643382.218,0.0,0,0,163.237,0,0,0,222.578,2,-71.27250000000001,-71.27250000000001,-215380.69315151236,-44.5744054366499,-33930.0,7.0,6.0,6.0,12,8
01cc53f3,f4fdc6a63468f3c2,3,29.0,1643437.3,0.0,29,0,192.852,0,0,0,277.66,2,-98.81350000000003,-98.81350000000003,-233545.77153165606,-50.02138997834378,-34357.0,8.0,7.0,7.0,15,8
01cc53f3,bda68fe31bdb26ce,3,42.0,1643644.586,0.0,42,0,331.454,0,0,0,484.946,2,-202.4565,-202.4565,-337801.9667087472,-89.80850376884868,-37200.5,-12.0,25.0,25.0,47,8
01cc53f3,85056f5ceab5ecbf,4,79.0,1801904.197,0.0,79,0,1139.654,12,2,1,162.693,4,239.03099999999998,187.74049999999997,-1462794.8661035157,-261.6823928510281,-86216.5,18.0,64.0,64.0,138,24
01d5e1f5,bb3738392f5a4ae0,2,0.0,851.043,0.0,0,0,612.842,10,1,1,851.043,1,0.0,0.0,-36018.59091275273,-185.01581039367477,207457.5,-139.0,1.0,1.0,3,0
01f71702,9868ede08f01d6f6,2,0.0,275.518,0.0,0,0,141.926,5,0,0,275.518,1,0.0,0.0,-174379.06532630642,-31.172052109757374,-11979.0,11.0,0.0,0.0,0,0
01f71702,ccd4bb61d0b2efd3,2,34.0,678.707,0.0,34,0,417.421,10,2,4,678.707,1,0.0,0.0,-393807.2179428162,-19.28528527096792,9229.5,39.0,13.0,13.0,44,4
01f71702,2c41091dc88157d5,4,105.0,2630750.604,0.0,105,0,38095.238,12,2,4,577.644,3,91.37366666599996,0.0,-263354.0917072011,5.185890986517535,775526.0,218.0,49.0,49.0,126,50
01f71702,0de0d35f85afd76c,4,118.0,2631106.2,0.0,118,0,38362.592,12,2,4,933.24,3,-145.690333334,0.0,-371532.3652644361,-17.54820734568125,786498.5,221.5,68.0,68.0,163,64
01f71702,d365ff77f064a4b3,4,118.0,2631925.341,336.0,257,0,38898.797,13,2,4,1752.381,3,-691.7843333340002,-323.1560000000002,-527492.0611219557,-4.1382137873633695,873944.0,264.5,81.0,81.0,195,72
01f71702,93b8e335aad20961,4,168.0,2632909.043,386.0,307,0,39646.999,14,2,4,2736.083,3,-1347.5856666670002,-1306.8580000000002,-1124956.9074659536,-105.43999651613747,915084.5,280.0,98.0,98.0,235,78
01faa4bf,54df108d0f618be0,2,0.0,125214.298,0.0,0,0,650.557,18,5,4,1154.75,2,-311.525,-311.525,-1017755.9171530096,-215.17553826553348,-164903.5,-14.0,30.0,30.0,78,22
01faa4bf,a7edee7ee13299e4,2,33.0,125518.219,0.0,33,0,866.747,18,5,4,1458.671,2,-463.4855,-463.4855,-1323885.6926370268,-345.6820836112197,-273085.5,-88.0,52.0,52.0,116,32
01faa4bf,23ab90d32ab5975a,2,95.0,125621.62,62.0,95,0,950.686,18,5,4,1562.072,2,-515.1859999999999,-515.1859999999999,-1329011.5419213378,-336.01410718685827,-234706.5,-70.0,57.0,57.0,130,34
01faa4bf,09c766b97c48a6c8,3,144.0,387991.726,62.0,144,1,263191.613,40,11,4,226.664,3,575.298666666,305.03600000000006,2846286.2753774724,-361.66932146604324,4141884.0,-76.0,74.0,74.0,170,36
022183ab,eebf00d04d322732,2,0.0,75.662,0.0,0,0,0.0,0,0,0,75.662,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
